,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,class
2870,,0.39,,4.8,0.037000000000000005,,,0.99174,,,,2
2871,,0.18,0.49,,,36.0,,,3.18,,10.6,0
2872,,0.34,,7.5,0.04,,,,3.14,0.55,,0
2873,,0.32,,16.7,,38.0,133.0,0.9979,,,,0
2874,,0.37,,1.0,,,,,3.04,,11.7,3
2875,6.6,0.44,,,0.095,,75.0,,3.1,,,0
2876,,,0.3,3.8,0.035,57.0,,,3.09,0.34,12.0,0
2877,,,0.35,,,,87.0,,,0.44,12.5,2
2878,8.4,0.4,0.7,,0.042,,197.0,0.998,,0.64,9.7,1
2879,6.8,,,,,34.0,,,,0.38,,0
2880,7.6,0.3,0.37,1.6,0.087,,,,3.09,,9.8,1
2881,6.6,,0.36,1.2,,,126.0,0.9909399999999999,,0.63,,0
2882,,,,,,49.0,,,,0.55,,0
2883,6.9,,,,0.043,38.0,,,,,9.1,2
2884,,0.31,0.27,,,,120.0,0.9895200000000001,,0.41,,2
2885,,0.23,0.27,,0.033,45.0,166.0,0.9988,2.72,0.43,9.7,0
2886,,0.23,0.36,,0.038,,,0.99924,3.26,0.41,,1
2887,,0.21,0.19,1.4,,51.0,,0.9918399999999999,3.22,0.39,10.5,1
2888,6.4,0.16,0.25,,0.047,20.0,,,,0.54,,0
2889,6.4,0.32,,,,,138.0,,,0.5,12.4,3
2890,8.6,,0.42,,,35.0,125.0,,,0.49,,2
2891,,0.26,0.4,1.3,,,139.0,0.9945,,,10.4,1
2892,,0.34,,,0.046,29.0,227.0,0.9952,,0.53,10.1,0
2893,7.1,0.39,,,,25.0,204.0,,,0.52,10.0,0
2894,6.9,0.19,0.49,,0.036000000000000004,,,0.9932,,0.27,,0
2895,,,0.67,8.1,0.037000000000000005,53.0,166.0,,2.9,0.41,8.9,0
2896,,,,1.9,,44.0,,,,,,1
2897,,0.26,,,0.057999999999999996,44.0,,,3.24,0.41,9.0,1
2898,,0.21,0.24,2.3,0.047,60.0,189.0,,3.65,,10.1,0
2899,,0.42,,9.7,0.054000000000000006,,,,3.23,,9.0,1
2900,,,0.29,,0.026000000000000002,19.0,101.0,,,,12.4,1
2901,7.6,,,4.5,0.042,,102.0,,3.09,0.47,9.5,1
2902,,,,1.0,0.052000000000000005,,,0.993,,,10.0,0
2903,6.0,,,,,,108.0,,,0.35,,4
2904,,0.33,,,,,120.0,,,,12.2,0
2905,7.4,,0.3,12.8,0.053,,229.0,,3.14,,9.1,2
2906,7.6,,,,,,,,,,8.9,3
2907,,0.36,,6.3,0.027999999999999997,,132.0,0.9918600000000001,,0.4,11.6,0
2908,,,0.36,,0.055999999999999994,,163.0,1.0,3.42,,,0
2909,8.0,,,,0.024,26.0,93.0,,3.15,0.49,,0
2910,6.6,,,,0.036000000000000004,,,0.9936200000000001,3.06,0.38,,0
2911,6.8,,,11.8,,,133.0,,3.03,,10.4,0
2912,6.8,,,7.4,0.02,38.0,,0.9921200000000001,,,,2
2913,,,0.33,1.2,,,,0.9904,,,11.7,0
2914,,0.28,0.21,1.6,0.032,23.0,,,3.42,0.42,,1
2915,,,0.38,,,53.0,140.0,0.99321,3.34,,11.7,0
2916,,0.23,,10.7,0.04,,,0.9984,,,,0
2917,6.9,0.21,0.81,1.1,,52.0,,,3.03,,,0
2918,,,0.57,,,14.0,,,,,,0
2919,,0.22,0.19,1.1,0.064,,191.0,,,0.5,,0
2920,6.7,0.16,,,0.036000000000000004,,125.0,,3.19,0.51,12.4,2
2921,6.5,,0.34,,0.04,43.0,148.0,0.9912,,,11.5,3
2922,,0.29,0.25,,,,,,3.31,,10.1,0
2923,6.7,0.31,0.09,,,,141.0,0.99206,,0.44,10.1,1
2924,,,0.42,,,53.0,195.0,,,0.44,,1
2925,,0.27,,5.0,,18.0,56.0,,3.06,,,0
2926,,,,,0.133,,136.0,0.9932,3.1,,,1
2927,,0.28,0.4,8.2,,15.0,,,,,10.2,1
2928,,0.14,0.25,1.3,,,173.0,0.9925,,0.46,10.0,0
2929,6.8,,0.71,17.5,,21.0,114.0,,,0.5,9.5,0
2930,,0.33,,,0.037000000000000005,57.0,170.0,0.99884,3.26,,,0
2931,6.6,0.34,,8.1,,,170.0,,3.15,,9.53333333333333,0
2932,6.4,,,,,41.0,,,3.11,,9.2,1
2933,7.3,,0.26,3.3,0.09,,135.0,,,0.52,8.8,1
2934,,0.47,0.29,14.8,0.024,,,0.99518,,,12.0,3
2935,6.5,,,1.4,0.040999999999999995,,141.0,,3.34,0.72,9.5,0
2936,,,0.27,,,,97.0,,,,,3
2937,6.8,,0.24,,,39.0,,,3.53,0.58,10.8,1
2938,6.5,,,6.6,0.045,98.0,,,3.16,0.34,,0
2939,6.4,,,6.3,,37.0,,,3.19,0.65,10.0,0
2940,,0.28,0.42,,0.045,41.0,169.0,0.9959,,,10.6,1
2941,,,0.28,,0.057999999999999996,,146.0,0.9952,3.29,,,0
2942,8.3,,,,,50.0,231.0,1.0012,,0.54,,1
2943,,0.19,,,,12.0,76.0,,,,,2
2944,,0.32,,11.8,0.040999999999999995,,,,,,,1
2945,6.4,0.33,0.24,,0.040999999999999995,,,,3.29,0.47,10.1,0
2946,,,,5.2,,,135.0,,3.16,,,2
2947,,,,,0.026000000000000002,,105.0,0.9890000000000001,,0.64,,3
2948,,0.28,,,0.037000000000000005,,155.0,,3.39,0.62,,2
2949,,,,3.3,,,,0.99482,3.42,0.52,9.1,1
2950,,0.415,,1.4,,,,0.9922,3.29,,10.5,1
2951,,0.18,0.27,,0.03,31.0,103.0,,,0.37,12.9,0
2952,7.3,,,13.9,0.057,45.0,,0.9980700000000001,,0.41,8.8,3
2953,,0.345,0.34,1.0,0.068,32.0,143.0,0.9913799999999999,,,10.1,1
2954,5.5,,,,,10.0,,,,0.5,,1
2955,,,0.32,4.8,0.040999999999999995,40.0,,,,,11.0,0
2956,,0.28,,,0.042,8.0,,,,0.55,9.0,1
2957,,,0.33,4.7,,,,,2.88,0.54,10.5,0
2958,,0.2,,18.1,0.054000000000000006,50.0,221.0,,2.94,0.64,8.8,0
2959,,,0.29,,0.045,,189.0,0.9953,,,,1
2960,6.0,0.43,,,0.045,,118.0,0.9922200000000001,,0.37,,0
2961,7.3,0.23,,,0.035,39.0,120.0,,3.04,,11.3,2
2962,,,0.34,,0.045,,64.0,,3.23,,,1
2963,,,0.22,12.7,,42.0,206.0,,3.32,,,0
2964,,0.275,,,0.039,,,,3.01,,,1
2965,,,,1.6,0.044000000000000004,17.0,,,3.37,0.53,,1
2966,6.2,,,1.7,,85.0,,0.9909,3.33,,12.0,2
2967,6.0,0.23,,,0.048,,,,,0.3,,1
2968,,0.2,,,,,174.0,0.99306,,0.41,11.6,1
2969,,0.15,,1.7,0.037000000000000005,20.0,,,3.09,0.53,11.4,0
2970,,,,2.8,0.027999999999999997,45.0,,,,,11.8,0
2971,,0.22,,,,,138.0,1.0001,,,8.8,1
2972,,0.35,,,,27.0,87.0,0.9936,3.4,0.42,11.4,2
2973,,0.41,,1.8,0.032,,,0.9888899999999999,2.96,0.35,,3
2974,,0.24,0.33,,0.048,,141.0,0.9972,,0.48,,0
2975,6.8,0.27,,,,,160.0,,3.16,,,0
2976,,,,8.2,0.042,,133.0,0.9961200000000001,3.43,,9.8,0
2977,,,,,,,103.0,,3.06,,9.2,0
2978,7.3,,,,0.063,48.0,,0.9978,,0.38,,0
2979,8.0,,0.49,,0.035,42.0,120.0,,3.26,,10.6,2
2980,,,0.41,15.4,0.05,55.0,,1.0,3.32,0.59,,0
2981,,0.14,0.31,,,53.0,138.0,0.9908399999999999,,,11.5,2
2982,5.9,,0.26,,,23.0,109.0,0.9914799999999999,3.3,0.36,10.5,0
2983,,0.2,,5.0,,31.0,,,,,11.0,0
2984,,,,,,,,,3.23,0.58,13.1,2
2985,5.5,0.21,,1.2,0.04,18.0,,,,0.56,,0
2986,8.2,,0.64,,0.043,22.0,171.0,,,0.8,9.3,1
2987,7.0,,,,,42.0,,,,0.62,11.6,0
2988,,,,,0.045,36.0,138.0,,3.15,,11.3,2
2989,,,,,,34.0,,,3.72,,10.5,0
2990,9.4,0.24,0.29,,0.037000000000000005,,,,2.9,,,5
2991,7.1,0.12,0.32,9.6,0.054000000000000006,,,0.9962,3.4,0.41,,1
2992,,,0.39,,0.038,,,0.99725,,0.54,10.0,2
2993,,0.27,0.3,9.2,0.018000000000000002,23.0,96.0,,,,11.0,0
2994,6.2,,0.2,6.6,0.045,42.0,,,,0.45,,0
2995,7.4,0.24,,,,9.0,,,,0.39,11.1,0
2996,7.3,,,15.5,0.048,,,0.9989899999999999,3.25,0.77,9.4,1
2997,8.0,0.45,,,,,157.0,,,,11.4,2
2998,,,0.44,,,,182.0,,,0.46,,1
2999,,0.22,0.3,,,42.0,,,,,9.5,0
3000,,,0.45,,0.040999999999999995,67.0,,0.9927,3.01,,,0
3001,,0.76,0.03,2.7,0.043,,,0.9932,3.34,0.38,,1
3002,,0.21,0.33,13.9,0.046,68.0,,0.9971,3.36,0.5,10.4,0
3003,6.5,0.13,,1.0,0.036000000000000004,48.0,,0.9911,3.41,0.51,11.5,3
3004,,0.4,0.25,,,45.0,130.0,0.99072,,0.58,,2
3005,,,,3.2,,,,,,,,2
3006,7.8,0.43,,13.0,0.033,37.0,,,3.14,,11.3,0
3007,,0.43,,,,37.0,158.0,,,,11.3,0
3008,,0.41,,1.9,0.048,,,,3.29,,,0
3009,,,,3.2,0.034,21.0,,,3.11,0.54,,0
3010,,0.46,0.23,,,44.0,192.0,,3.11,0.53,9.4,1
3011,6.3,0.35,,,,8.0,,,3.27,0.41,,2
3012,7.0,0.15,,2.2,0.047,,,0.9928,3.13,,10.4,3
3013,,,0.28,,0.034,40.0,,,3.14,0.6,9.7,1
3014,,,0.38,12.7,0.043,70.5,,,,,,2
3015,,0.41,,6.1,,,,0.9936200000000001,3.19,0.42,10.0,1
3016,6.8,0.28,0.17,,0.047,,162.0,0.9983,3.21,,9.0,0
3017,5.8,,,1.0,,,101.0,0.99044,,,11.4,2
3018,5.6,0.16,,,0.044000000000000004,,168.0,0.9918,,0.37,,0
3019,5.7,,0.27,,,21.0,,0.9928,,,,1
3020,,,,,0.039,8.0,,0.9942,,,9.8,1
3021,7.0,0.22,,,,24.0,,,,,,0
3022,5.5,,,1.5,,,100.0,,,0.77,12.0,0
3023,,,,,,,,,,0.52,,0
3024,,,0.33,,,,,,,,12.6,2
3025,6.4,,0.44,7.1,0.048,,179.0,0.9952799999999999,,,9.2,1
3026,7.2,,,1.4,,,117.0,,3.16,0.35,,1
3027,,,,4.7,0.03,56.0,,,,,12.5,3
3028,,,,17.0,,,210.0,1.0004,,0.51,,2
3029,,0.25,0.32,11.3,0.038,,,0.9957299999999999,3.14,,,0
3030,,,0.33,13.8,0.042,25.0,139.0,0.99695,3.35,,10.4,0
3031,,,0.28,12.4,0.051,,213.0,0.9962,,0.51,,0
3032,6.4,,0.22,,0.032,53.0,,,,,,0
3033,7.2,0.18,,4.4,0.046,57.0,,0.9943,3.13,,,0
3034,6.0,,,,0.048,42.0,163.0,0.9957,,,10.1,1
3035,6.3,0.28,,11.2,,61.0,183.0,0.99592,,,9.5,0
3036,,0.27,0.24,3.8,0.057999999999999996,19.0,115.0,0.9958,,0.45,,1
3037,5.7,0.26,,17.8,,,,0.9977299999999999,3.3,0.5,10.1,1
3038,,0.21,0.32,5.4,0.047,29.0,,0.995,3.39,,9.7,0
3039,6.6,0.54,,16.3,,,,,3.35,,10.4,0
3040,,0.16,,,,33.0,,,,,8.7,2
3041,,,,15.0,0.053,59.0,178.0,,,0.82,9.5,2
3042,7.1,0.22,,16.9,0.055999999999999994,49.0,,0.9998,3.37,,9.6,0
3043,6.2,,,2.2,,,,,3.16,0.48,,0
3044,6.9,0.21,,1.8,,17.0,,0.98992,3.15,0.46,,2
3045,5.1,,,8.3,0.026000000000000002,27.0,107.0,,3.36,0.37,11.0,0
3046,,0.26,,5.2,,,,0.9920200000000001,2.97,,11.0,0
3047,,0.33,,,,,110.0,,3.12,,,0
3048,6.5,,,7.8,,,216.0,0.99154,3.03,0.42,,0
3049,,,,,0.044000000000000004,34.0,90.0,0.99185,,,,2
3050,,,0.3,,,,,0.9951,,,,1
3051,,0.23,0.2,11.4,0.044000000000000004,45.0,,0.9960399999999999,2.96,0.51,,0
3052,,,,5.1,,,,,3.24,0.44,,0
3053,7.0,,0.38,14.9,,,,0.9983,3.18,0.61,,2
3054,,,,1.4,,,133.0,,,,11.5,2
3055,6.5,,,,0.053,31.0,123.0,,3.09,,,0
3056,,,0.38,1.3,0.046,,,,,,,0
3057,7.0,,0.32,,0.053,38.0,,,3.13,,11.2,0
3058,8.3,0.18,,,0.033,,57.0,,,0.51,,0
3059,,0.21,0.39,2.0,,21.0,138.0,0.9917600000000001,,,,1
3060,,0.33,0.44,,0.05,,,0.99679,,,9.0,1
3061,7.0,0.2,,5.7,,,83.0,0.9928,3.19,0.46,11.5,0
3062,,,,,0.04,46.0,,,3.15,0.46,9.3,0
3063,,,,,,,,0.991,3.09,,,3
3064,,,0.48,1.7,0.057,31.0,,,,0.41,,0
3065,6.5,,0.02,,0.043,32.0,,,,0.47,,4
3066,,,,1.1,,47.0,,0.98862,,,12.6,0
3067,7.6,0.29,,1.3,0.035,,86.0,,2.99,0.39,,1
3068,6.7,,0.37,,0.039,34.0,,,,,,2
3069,5.8,,,5.1,,,,,3.36,,,0
3070,6.1,,0.26,1.7,,61.0,134.0,,3.19,0.81,,2
3071,,0.255,,,,29.0,,0.9904799999999999,,0.66,,0
3072,,0.265,,6.9,,,150.0,,,0.44,10.8,2
3073,6.9,,0.38,8.1,,,,,,0.54,,0
3074,,,0.29,11.4,,,115.0,0.9949,,,10.5,3
3075,,0.23,0.25,,,19.0,111.0,1.00044,,0.51,,1
3076,,,,,,,73.0,,,,,2
3077,7.5,,,13.1,0.05,,180.0,,,,,0
3078,,0.21,,9.25,0.034,73.0,,,,0.37,,0
3079,,0.25,0.43,,,20.0,115.0,,,,9.9,0
3080,5.8,,0.2,14.95,0.044000000000000004,22.0,,0.9962,3.37,0.37,,1
3081,7.0,,,,0.051,29.0,149.0,,2.96,0.39,,2
3082,,0.25,,1.5,,,,0.9933,,,,1
3083,,,,,,18.0,122.0,,3.36,,12.5,0
3084,6.5,0.29,0.31,1.7,0.035,,,,3.27,0.69,11.4,2
3085,,0.2,0.28,1.1,0.018000000000000002,,,,2.97,,,1
3086,,,0.32,5.5,0.049,,,0.995,,0.68,,0
3087,7.2,,0.32,,0.057999999999999996,47.0,186.0,0.9956,,0.4,,0
3088,6.9,,0.27,4.7,0.035,,80.0,0.9905799999999999,3.12,0.36,,2
3089,8.0,0.55,,,0.04,13.0,60.0,,,,,4
3090,7.2,0.34,0.3,8.4,,40.0,167.0,0.99756,3.48,0.62,,1
3091,6.9,,,,0.031,,,0.9908899999999999,,,11.5,0
3092,6.3,0.25,0.22,3.3,0.048,,161.0,0.99256,3.16,,,0
3093,5.8,0.26,0.24,9.2,,55.0,152.0,0.9961,,,,1
3094,7.6,,0.22,,0.049,,,0.9966,3.08,0.4,,0
3095,,,,2.4,0.043,58.0,178.0,0.9941,,,10.6,0
3096,6.5,0.25,0.35,,,,179.0,0.998,3.58,0.47,10.0,1
3097,6.4,0.15,,,0.042,,87.0,,3.11,,12.2,2
3098,,0.4,,5.95,0.081,76.0,,0.99705,,0.57,9.4,1
3099,,0.23,0.29,15.4,,,173.0,,3.06,,8.7,0
3100,,,0.32,,,,124.0,,,,10.2,1
3101,,,0.18,1.3,0.046,,,,3.38,0.47,10.1,4
3102,,,0.49,,0.053,,,0.9942,,0.98,,0
3103,,0.17,,13.4,,45.0,139.0,0.9975200000000001,,0.43,,0
3104,7.6,,0.27,5.8,0.036000000000000004,23.0,,0.9939899999999999,3.34,0.54,,0
3105,,0.24,0.29,,0.046,,,,3.04,,,0
3106,,,0.51,,0.039,62.0,,0.9982,3.06,,9.5,1
3107,6.7,0.17,0.42,10.4,,85.0,182.0,,,0.44,,0
3108,6.3,,,7.7,,,186.0,,3.23,,,1
3109,8.1,0.28,0.49,1.0,0.04,,148.0,0.9936,3.13,,,0
3110,7.6,0.31,0.52,13.2,0.042,61.0,,,,0.47,9.1,0
3111,6.9,0.19,,,0.027999999999999997,,84.0,0.9940000000000001,3.11,,10.8,0
3112,,,0.39,,,29.0,,0.9974,,0.39,,1
3113,,0.19,0.32,,,26.0,,0.9917299999999999,2.9,0.57,,2
3114,,0.38,0.26,,,20.0,,,3.27,0.45,12.2,0
3115,7.3,,,,,31.0,,0.9917799999999999,3.18,,,1
3116,6.6,,0.53,,0.052000000000000005,,136.0,0.9986,,,9.4,1
3117,7.6,0.21,,2.1,0.046,47.0,,0.9936,3.05,,,2
3118,7.7,,,,0.044000000000000004,39.0,,,,0.47,9.6,2
3119,6.3,0.3,0.91,8.2,0.034,50.0,199.0,0.9939399999999999,,,,0
3120,7.3,,0.37,,0.039,,99.0,0.99198,3.01,0.62,,1
3121,9.9,0.49,0.23,2.4,0.087,19.0,,0.9948,2.77,0.44,,0
3122,6.9,0.15,,,,14.0,107.0,,3.24,0.46,10.4,3
3123,,0.35,0.47,2.2,0.11,14.0,,,3.09,,9.1,1
3124,7.2,0.29,0.18,8.2,0.042,41.0,,0.99644,3.16,0.49,,1
3125,,0.27,,,,,313.0,0.9946,,0.59,,1
3126,,0.3,0.4,,0.054000000000000006,29.0,175.0,0.99445,3.19,0.53,,1
3127,,0.23,0.49,7.1,,67.0,,0.9951,3.23,,9.5,1
3128,6.6,0.24,0.27,,0.035,,,,,,,1
3129,,,,7.6,0.057,,,,3.43,0.63,,2
3130,,,0.49,,,,87.0,,,0.46,9.6,1
3131,,0.18,0.46,10.2,0.055,58.0,135.0,,3.14,,,0
3132,7.3,,,,,26.0,101.0,,,,11.7,0
3133,,0.2,,,0.035,,86.0,,,0.42,11.7,1
